species,gbifID,occurrenceID,eventDate,year,month,day,lat,lon,locality,municipality,stateProvince,country,basisOfRecord,institutionCode,collectionCode,datasetKey,publisher,recordedBy,identifiedBy,license,coordinateUncertaintyInMeters,elevation,habitat,occurrenceStatus,issues
Citronella mucronata,5276306440,FA_CONSTITUCION_CM_1321,2024-11-22,2024.0,11.0,22.0,-35.71077,-72.43583,Predio LOS COPIHUES 1 11113 de Forestal Arauco S.A.,Chanco,Región del Maule,Chile,HUMAN_OBSERVATION,Forestal Arauco S.A.,FA_ESP_PRIORITARIAS,55a443bc-764c-415a-b745-bb2fa600e787,,Manuel Loyola|Graciela Neira,Manuel Loyola|Graciela Neira,http://creativecommons.org/licenses/by-nc/4.0/legalcode,30.0,,,PRESENT,TAXON_ID_NOT_FOUND
Citronella mucronata,5276306441,FA_CONSTITUCION_CM_1320,2024-11-22,2024.0,11.0,22.0,-35.71077,-72.43537,Predio LOS COPIHUES 1 11113 de Forestal Arauco S.A.,Chanco,Región del Maule,Chile,HUMAN_OBSERVATION,Forestal Arauco S.A.,FA_ESP_PRIORITARIAS,55a443bc-764c-415a-b745-bb2fa600e787,,Manuel Loyola|Graciela Neira,Manuel Loyola|Graciela Neira,http://creativecommons.org/licenses/by-nc/4.0/legalcode,30.0,,,PRESENT,TAXON_ID_NOT_FOUND
Citronella mucronata,5276306443,FA_CONSTITUCION_CM_1325,2024-11-22,2024.0,11.0,22.0,-35.71079,-72.43534,Predio LOS COPIHUES 1 11113 de Forestal Arauco S.A.,Chanco,Región del Maule,Chile,HUMAN_OBSERVATION,Forestal Arauco S.A.,FA_ESP_PRIORITARIAS,55a443bc-764c-415a-b745-bb2fa600e787,,Manuel Loyola|Graciela Neira,Manuel Loyola|Graciela Neira,http://creativecommons.org/licenses/by-nc/4.0/legalcode,30.0,,,PRESENT,TAXON_ID_NOT_FOUND
Citronella mucronata,5276306444,FA_CONSTITUCION_CM_1324,2024-11-22,2024.0,11.0,22.0,-35.71079,-72.4353,Predio LOS COPIHUES 1 11113 de Forestal Arauco S.A.,Chanco,Región del Maule,Chile,HUMAN_OBSERVATION,Forestal Arauco S.A.,FA_ESP_PRIORITARIAS,55a443bc-764c-415a-b745-bb2fa600e787,,Manuel Loyola|Graciela Neira,Manuel Loyola|Graciela Neira,http://creativecommons.org/licenses/by-nc/4.0/legalcode,30.0,,,PRESENT,TAXON_ID_NOT_FOUND
Citronella mucronata,5276306446,FA_CONSTITUCION_CM_1323,2024-11-22,2024.0,11.0,22.0,-35.71078,-72.43529,Predio LOS COPIHUES 1 11113 de Forestal Arauco S.A.,Chanco,Región del Maule,Chile,HUMAN_OBSERVATION,Forestal Arauco S.A.,FA_ESP_PRIORITARIAS,55a443bc-764c-415a-b745-bb2fa600e787,,Manuel Loyola|Graciela Neira,Manuel Loyola|Graciela Neira,http://creativecommons.org/licenses/by-nc/4.0/legalcode,30.0,,,PRESENT,TAXON_ID_NOT_FOUND
Citronella mucronata,5276306447,FA_CONSTITUCION_CM_1322,2024-11-22,2024.0,11.0,22.0,-35.71078,-72.43567,Predio LOS COPIHUES 1 11113 de Forestal Arauco S.A.,Chanco,Región del Maule,Chile,HUMAN_OBSERVATION,Forestal Arauco S.A.,FA_ESP_PRIORITARIAS,55a443bc-764c-415a-b745-bb2fa600e787,,Manuel Loyola|Graciela Neira,Manuel Loyola|Graciela Neira,http://creativecommons.org/licenses/by-nc/4.0/legalcode,30.0,,,PRESENT,TAXON_ID_NOT_FOUND
Citronella mucronata,5276306448,FA_CONSTITUCION_CM_1329,2024-11-22,2024.0,11.0,22.0,-35.7108,-72.43528,Predio LOS COPIHUES 1 11113 de Forestal Arauco S.A.,Chanco,Región del Maule,Chile,HUMAN_OBSERVATION,Forestal Arauco S.A.,FA_ESP_PRIORITARIAS,55a443bc-764c-415a-b745-bb2fa600e787,,Manuel Loyola|Graciela Neira,Manuel Loyola|Graciela Neira,http://creativecommons.org/licenses/by-nc/4.0/legalcode,30.0,,,PRESENT,TAXON_ID_NOT_FOUND
Citronella mucronata,5276306451,FA_CONSTITUCION_CM_1328,2024-11-22,2024.0,11.0,22.0,-35.7108,-72.43564,Predio LOS COPIHUES 1 11113 de Forestal Arauco S.A.,Chanco,Región del Maule,Chile,HUMAN_OBSERVATION,Forestal Arauco S.A.,FA_ESP_PRIORITARIAS,55a443bc-764c-415a-b745-bb2fa600e787,,Manuel Loyola|Graciela Neira,Manuel Loyola|Graciela Neira,http://creativecommons.org/licenses/by-nc/4.0/legalcode,30.0,,,PRESENT,TAXON_ID_NOT_FOUND
Citronella mucronata,5276306452,FA_CONSTITUCION_CM_1327,2024-11-22,2024.0,11.0,22.0,-35.7108,-72.43563,Predio LOS COPIHUES 1 11113 de Forestal Arauco S.A.,Chanco,Región del Maule,Chile,HUMAN_OBSERVATION,Forestal Arauco S.A.,FA_ESP_PRIORITARIAS,55a443bc-764c-415a-b745-bb2fa600e787,,Manuel Loyola|Graciela Neira,Manuel Loyola|Graciela Neira,http://creativecommons.org/licenses/by-nc/4.0/legalcode,30.0,,,PRESENT,TAXON_ID_NOT_FOUND
Citronella mucronata,5276306455,FA_CONSTITUCION_CM_1326,2024-11-22,2024.0,11.0,22.0,-35.71079,-72.43586,Predio LOS COPIHUES 1 11113 de Forestal Arauco S.A.,Chanco,Región del Maule,Chile,HUMAN_OBSERVATION,Forestal Arauco S.A.,FA_ESP_PRIORITARIAS,55a443bc-764c-415a-b745-bb2fa600e787,,Manuel Loyola|Graciela Neira,Manuel Loyola|Graciela Neira,http://creativecommons.org/licenses/by-nc/4.0/legalcode,30.0,,,PRESENT,TAXON_ID_NOT_FOUND
Citronella mucronata,5276306457,FA_CONSTITUCION_CM_1350,2024-11-22,2024.0,11.0,22.0,-35.7114,-72.43363,Predio LOS COPIHUES 1 11113 de Forestal Arauco S.A.,Chanco,Región del Maule,Chile,HUMAN_OBSERVATION,Forestal Arauco S.A.,FA_ESP_PRIORITARIAS,55a443bc-764c-415a-b745-bb2fa600e787,,Manuel Loyola|Graciela Neira,Manuel Loyola|Graciela Neira,http://creativecommons.org/licenses/by-nc/4.0/legalcode,30.0,,,PRESENT,TAXON_ID_NOT_FOUND
Citronella mucronata,5276306460,FA_CONSTITUCION_CM_1354,2024-11-22,2024.0,11.0,22.0,-35.71189,-72.43432,Predio LOS COPIHUES 1 11113 de Forestal Arauco S.A.,Chanco,Región del Maule,Chile,HUMAN_OBSERVATION,Forestal Arauco S.A.,FA_ESP_PRIORITARIAS,55a443bc-764c-415a-b745-bb2fa600e787,,Manuel Loyola|Graciela Neira,Manuel Loyola|Graciela Neira,http://creativecommons.org/licenses/by-nc/4.0/legalcode,30.0,,,PRESENT,TAXON_ID_NOT_FOUND
Citronella mucronata,5276306462,FA_CONSTITUCION_CM_1353,2024-11-22,2024.0,11.0,22.0,-35.71188,-72.43375,Predio LOS COPIHUES 1 11113 de Forestal Arauco S.A.,Chanco,Región del Maule,Chile,HUMAN_OBSERVATION,Forestal Arauco S.A.,FA_ESP_PRIORITARIAS,55a443bc-764c-415a-b745-bb2fa600e787,,Manuel Loyola|Graciela Neira,Manuel Loyola|Graciela Neira,http://creativecommons.org/licenses/by-nc/4.0/legalcode,30.0,,,PRESENT,TAXON_ID_NOT_FOUND
Citronella mucronata,5276306464,FA_CONSTITUCION_CM_1352,2024-11-22,2024.0,11.0,22.0,-35.71185,-72.43441,Predio LOS COPIHUES 1 11113 de Forestal Arauco S.A.,Chanco,Región del Maule,Chile,HUMAN_OBSERVATION,Forestal Arauco S.A.,FA_ESP_PRIORITARIAS,55a443bc-764c-415a-b745-bb2fa600e787,,Manuel Loyola|Graciela Neira,Manuel Loyola|Graciela Neira,http://creativecommons.org/licenses/by-nc/4.0/legalcode,30.0,,,PRESENT,TAXON_ID_NOT_FOUND
Citronella mucronata,5276306465,FA_CONSTITUCION_CM_1351,2024-11-22,2024.0,11.0,22.0,-35.71182,-72.43388,Predio LOS COPIHUES 1 11113 de Forestal Arauco S.A.,Chanco,Región del Maule,Chile,HUMAN_OBSERVATION,Forestal Arauco S.A.,FA_ESP_PRIORITARIAS,55a443bc-764c-415a-b745-bb2fa600e787,,Manuel Loyola|Graciela Neira,Manuel Loyola|Graciela Neira,http://creativecommons.org/licenses/by-nc/4.0/legalcode,30.0,,,PRESENT,TAXON_ID_NOT_FOUND
Citronella mucronata,5276306467,FA_CONSTITUCION_CM_1358,2024-11-22,2024.0,11.0,22.0,-35.71306,-72.43324,Predio LOS COPIHUES 1 11113 de Forestal Arauco S.A.,Chanco,Región del Maule,Chile,HUMAN_OBSERVATION,Forestal Arauco S.A.,FA_ESP_PRIORITARIAS,55a443bc-764c-415a-b745-bb2fa600e787,,Manuel Loyola|Graciela Neira,Manuel Loyola|Graciela Neira,http://creativecommons.org/licenses/by-nc/4.0/legalcode,30.0,,,PRESENT,TAXON_ID_NOT_FOUND
Citronella mucronata,5276306469,FA_CONSTITUCION_CM_1357,2024-11-22,2024.0,11.0,22.0,-35.71262,-72.43314,Predio LOS COPIHUES 1 11113 de Forestal Arauco S.A.,Chanco,Región del Maule,Chile,HUMAN_OBSERVATION,Forestal Arauco S.A.,FA_ESP_PRIORITARIAS,55a443bc-764c-415a-b745-bb2fa600e787,,Manuel Loyola|Graciela Neira,Manuel Loyola|Graciela Neira,http://creativecommons.org/licenses/by-nc/4.0/legalcode,30.0,,,PRESENT,TAXON_ID_NOT_FOUND
Citronella mucronata,5276306471,FA_CONSTITUCION_CM_1356,2024-11-22,2024.0,11.0,22.0,-35.71193,-72.43445,Predio LOS COPIHUES 1 11113 de Forestal Arauco S.A.,Chanco,Región del Maule,Chile,HUMAN_OBSERVATION,Forestal Arauco S.A.,FA_ESP_PRIORITARIAS,55a443bc-764c-415a-b745-bb2fa600e787,,Manuel Loyola|Graciela Neira,Manuel Loyola|Graciela Neira,http://creativecommons.org/licenses/by-nc/4.0/legalcode,30.0,,,PRESENT,TAXON_ID_NOT_FOUND
Citronella mucronata,5276306473,FA_CONSTITUCION_CM_1355,2024-11-22,2024.0,11.0,22.0,-35.7119,-72.43437,Predio LOS COPIHUES 1 11113 de Forestal Arauco S.A.,Chanco,Región del Maule,Chile,HUMAN_OBSERVATION,Forestal Arauco S.A.,FA_ESP_PRIORITARIAS,55a443bc-764c-415a-b745-bb2fa600e787,,Manuel Loyola|Graciela Neira,Manuel Loyola|Graciela Neira,http://creativecommons.org/licenses/by-nc/4.0/legalcode,30.0,,,PRESENT,TAXON_ID_NOT_FOUND
Citronella mucronata,5276306474,FA_CONSTITUCION_CM_1359,2024-11-22,2024.0,11.0,22.0,-35.71307,-72.43326,Predio LOS COPIHUES 1 11113 de Forestal Arauco S.A.,Chanco,Región del Maule,Chile,HUMAN_OBSERVATION,Forestal Arauco S.A.,FA_ESP_PRIORITARIAS,55a443bc-764c-415a-b745-bb2fa600e787,,Manuel Loyola|Graciela Neira,Manuel Loyola|Graciela Neira,http://creativecommons.org/licenses/by-nc/4.0/legalcode,30.0,,,PRESENT,TAXON_ID_NOT_FOUND
Citronella mucronata,5276306475,FA_CONSTITUCION_CM_1343,2024-11-22,2024.0,11.0,22.0,-35.71115,-72.43444,Predio LOS COPIHUES 1 11113 de Forestal Arauco S.A.,Chanco,Región del Maule,Chile,HUMAN_OBSERVATION,Forestal Arauco S.A.,FA_ESP_PRIORITARIAS,55a443bc-764c-415a-b745-bb2fa600e787,,Manuel Loyola|Graciela Neira,Manuel Loyola|Graciela Neira,http://creativecommons.org/licenses/by-nc/4.0/legalcode,30.0,,,PRESENT,TAXON_ID_NOT_FOUND
Citronella mucronata,5276306476,FA_CONSTITUCION_CM_1342,2024-11-22,2024.0,11.0,22.0,-35.71114,-72.4349,Predio LOS COPIHUES 1 11113 de Forestal Arauco S.A.,Chanco,Región del Maule,Chile,HUMAN_OBSERVATION,Forestal Arauco S.A.,FA_ESP_PRIORITARIAS,55a443bc-764c-415a-b745-bb2fa600e787,,Manuel Loyola|Graciela Neira,Manuel Loyola|Graciela Neira,http://creativecommons.org/licenses/by-nc/4.0/legalcode,30.0,,,PRESENT,TAXON_ID_NOT_FOUND
Citronella mucronata,5276306477,FA_CONSTITUCION_CM_1341,2024-11-22,2024.0,11.0,22.0,-35.71111,-72.43497,Predio LOS COPIHUES 1 11113 de Forestal Arauco S.A.,Chanco,Región del Maule,Chile,HUMAN_OBSERVATION,Forestal Arauco S.A.,FA_ESP_PRIORITARIAS,55a443bc-764c-415a-b745-bb2fa600e787,,Manuel Loyola|Graciela Neira,Manuel Loyola|Graciela Neira,http://creativecommons.org/licenses/by-nc/4.0/legalcode,30.0,,,PRESENT,TAXON_ID_NOT_FOUND
Citronella mucronata,5276306478,FA_CONSTITUCION_CM_1340,2024-11-22,2024.0,11.0,22.0,-35.71109,-72.43509,Predio LOS COPIHUES 1 11113 de Forestal Arauco S.A.,Chanco,Región del Maule,Chile,HUMAN_OBSERVATION,Forestal Arauco S.A.,FA_ESP_PRIORITARIAS,55a443bc-764c-415a-b745-bb2fa600e787,,Manuel Loyola|Graciela Neira,Manuel Loyola|Graciela Neira,http://creativecommons.org/licenses/by-nc/4.0/legalcode,30.0,,,PRESENT,TAXON_ID_NOT_FOUND
Citronella mucronata,5276306479,FA_CONSTITUCION_CM_1347,2024-11-22,2024.0,11.0,22.0,-35.71136,-72.43389,Predio LOS COPIHUES 1 11113 de Forestal Arauco S.A.,Chanco,Región del Maule,Chile,HUMAN_OBSERVATION,Forestal Arauco S.A.,FA_ESP_PRIORITARIAS,55a443bc-764c-415a-b745-bb2fa600e787,,Manuel Loyola|Graciela Neira,Manuel Loyola|Graciela Neira,http://creativecommons.org/licenses/by-nc/4.0/legalcode,30.0,,,PRESENT,TAXON_ID_NOT_FOUND
Citronella mucronata,5276306480,FA_CONSTITUCION_CM_1346,2024-11-22,2024.0,11.0,22.0,-35.71127,-72.4342,Predio LOS COPIHUES 1 11113 de Forestal Arauco S.A.,Chanco,Región del Maule,Chile,HUMAN_OBSERVATION,Forestal Arauco S.A.,FA_ESP_PRIORITARIAS,55a443bc-764c-415a-b745-bb2fa600e787,,Manuel Loyola|Graciela Neira,Manuel Loyola|Graciela Neira,http://creativecommons.org/licenses/by-nc/4.0/legalcode,30.0,,,PRESENT,TAXON_ID_NOT_FOUND
Citronella mucronata,5276306481,FA_CONSTITUCION_CM_1345,2024-11-22,2024.0,11.0,22.0,-35.71125,-72.4343,Predio LOS COPIHUES 1 11113 de Forestal Arauco S.A.,Chanco,Región del Maule,Chile,HUMAN_OBSERVATION,Forestal Arauco S.A.,FA_ESP_PRIORITARIAS,55a443bc-764c-415a-b745-bb2fa600e787,,Manuel Loyola|Graciela Neira,Manuel Loyola|Graciela Neira,http://creativecommons.org/licenses/by-nc/4.0/legalcode,30.0,,,PRESENT,TAXON_ID_NOT_FOUND
Citronella mucronata,5276306482,FA_CONSTITUCION_CM_1344,2024-11-22,2024.0,11.0,22.0,-35.71124,-72.43432,Predio LOS COPIHUES 1 11113 de Forestal Arauco S.A.,Chanco,Región del Maule,Chile,HUMAN_OBSERVATION,Forestal Arauco S.A.,FA_ESP_PRIORITARIAS,55a443bc-764c-415a-b745-bb2fa600e787,,Manuel Loyola|Graciela Neira,Manuel Loyola|Graciela Neira,http://creativecommons.org/licenses/by-nc/4.0/legalcode,30.0,,,PRESENT,TAXON_ID_NOT_FOUND
Citronella mucronata,5276306483,FA_CONSTITUCION_CM_1349,2024-11-22,2024.0,11.0,22.0,-35.71139,-72.43369,Predio LOS COPIHUES 1 11113 de Forestal Arauco S.A.,Chanco,Región del Maule,Chile,HUMAN_OBSERVATION,Forestal Arauco S.A.,FA_ESP_PRIORITARIAS,55a443bc-764c-415a-b745-bb2fa600e787,,Manuel Loyola|Graciela Neira,Manuel Loyola|Graciela Neira,http://creativecommons.org/licenses/by-nc/4.0/legalcode,30.0,,,PRESENT,TAXON_ID_NOT_FOUND
Citronella mucronata,5276306485,FA_CONSTITUCION_CM_1348,2024-11-22,2024.0,11.0,22.0,-35.71136,-72.43364,Predio LOS COPIHUES 1 11113 de Forestal Arauco S.A.,Chanco,Región del Maule,Chile,HUMAN_OBSERVATION,Forestal Arauco S.A.,FA_ESP_PRIORITARIAS,55a443bc-764c-415a-b745-bb2fa600e787,,Manuel Loyola|Graciela Neira,Manuel Loyola|Graciela Neira,http://creativecommons.org/licenses/by-nc/4.0/legalcode,30.0,,,PRESENT,TAXON_ID_NOT_FOUND
Citronella mucronata,5276306486,FA_CONSTITUCION_CM_1372,2024-11-22,2024.0,11.0,22.0,-35.71394,-72.43666,Predio LOS COPIHUES 1 11113 de Forestal Arauco S.A.,Chanco,Región del Maule,Chile,HUMAN_OBSERVATION,Forestal Arauco S.A.,FA_ESP_PRIORITARIAS,55a443bc-764c-415a-b745-bb2fa600e787,,Manuel Loyola|Graciela Neira,Manuel Loyola|Graciela Neira,http://creativecommons.org/licenses/by-nc/4.0/legalcode,30.0,,,PRESENT,TAXON_ID_NOT_FOUND
Citronella mucronata,5276306487,FA_CONSTITUCION_CM_1371,2024-11-22,2024.0,11.0,22.0,-35.71393,-72.43667,Predio LOS COPIHUES 1 11113 de Forestal Arauco S.A.,Chanco,Región del Maule,Chile,HUMAN_OBSERVATION,Forestal Arauco S.A.,FA_ESP_PRIORITARIAS,55a443bc-764c-415a-b745-bb2fa600e787,,Manuel Loyola|Graciela Neira,Manuel Loyola|Graciela Neira,http://creativecommons.org/licenses/by-nc/4.0/legalcode,30.0,,,PRESENT,TAXON_ID_NOT_FOUND
Citronella mucronata,5276306488,FA_CONSTITUCION_CM_1370,2024-11-22,2024.0,11.0,22.0,-35.71383,-72.43616,Predio LOS COPIHUES 1 11113 de Forestal Arauco S.A.,Chanco,Región del Maule,Chile,HUMAN_OBSERVATION,Forestal Arauco S.A.,FA_ESP_PRIORITARIAS,55a443bc-764c-415a-b745-bb2fa600e787,,Manuel Loyola|Graciela Neira,Manuel Loyola|Graciela Neira,http://creativecommons.org/licenses/by-nc/4.0/legalcode,30.0,,,PRESENT,TAXON_ID_NOT_FOUND
Citronella mucronata,5276306489,FA_CONSTITUCION_CM_1376,2024-11-22,2024.0,11.0,22.0,-35.71576,-72.43476,Predio LOS COPIHUES 1 11113 de Forestal Arauco S.A.,Chanco,Región del Maule,Chile,HUMAN_OBSERVATION,Forestal Arauco S.A.,FA_ESP_PRIORITARIAS,55a443bc-764c-415a-b745-bb2fa600e787,,Manuel Loyola|Graciela Neira,Manuel Loyola|Graciela Neira,http://creativecommons.org/licenses/by-nc/4.0/legalcode,30.0,,,PRESENT,TAXON_ID_NOT_FOUND
Citronella mucronata,5276306490,FA_CONSTITUCION_CM_1375,2024-11-22,2024.0,11.0,22.0,-35.71559,-72.43473,Predio LOS COPIHUES 1 11113 de Forestal Arauco S.A.,Chanco,Región del Maule,Chile,HUMAN_OBSERVATION,Forestal Arauco S.A.,FA_ESP_PRIORITARIAS,55a443bc-764c-415a-b745-bb2fa600e787,,Manuel Loyola|Graciela Neira,Manuel Loyola|Graciela Neira,http://creativecommons.org/licenses/by-nc/4.0/legalcode,30.0,,,PRESENT,TAXON_ID_NOT_FOUND
Citronella mucronata,5276306491,FA_CONSTITUCION_CM_1374,2024-11-22,2024.0,11.0,22.0,-35.71483,-72.43445,Predio LOS COPIHUES 1 11113 de Forestal Arauco S.A.,Chanco,Región del Maule,Chile,HUMAN_OBSERVATION,Forestal Arauco S.A.,FA_ESP_PRIORITARIAS,55a443bc-764c-415a-b745-bb2fa600e787,,Manuel Loyola|Graciela Neira,Manuel Loyola|Graciela Neira,http://creativecommons.org/licenses/by-nc/4.0/legalcode,30.0,,,PRESENT,TAXON_ID_NOT_FOUND
Citronella mucronata,5276306492,FA_CONSTITUCION_CM_1373,2024-11-22,2024.0,11.0,22.0,-35.71448,-72.43755,Predio LOS COPIHUES 1 11113 de Forestal Arauco S.A.,Chanco,Región del Maule,Chile,HUMAN_OBSERVATION,Forestal Arauco S.A.,FA_ESP_PRIORITARIAS,55a443bc-764c-415a-b745-bb2fa600e787,,Manuel Loyola|Graciela Neira,Manuel Loyola|Graciela Neira,http://creativecommons.org/licenses/by-nc/4.0/legalcode,30.0,,,PRESENT,TAXON_ID_NOT_FOUND
Citronella mucronata,5276306493,FA_CONSTITUCION_CM_1379,2024-11-22,2024.0,11.0,22.0,-35.71586,-72.43495,Predio LOS COPIHUES 1 11113 de Forestal Arauco S.A.,Chanco,Región del Maule,Chile,HUMAN_OBSERVATION,Forestal Arauco S.A.,FA_ESP_PRIORITARIAS,55a443bc-764c-415a-b745-bb2fa600e787,,Manuel Loyola|Graciela Neira,Manuel Loyola|Graciela Neira,http://creativecommons.org/licenses/by-nc/4.0/legalcode,30.0,,,PRESENT,TAXON_ID_NOT_FOUND
Citronella mucronata,5276306494,FA_CONSTITUCION_CM_1378,2024-11-22,2024.0,11.0,22.0,-35.7158,-72.43492,Predio LOS COPIHUES 1 11113 de Forestal Arauco S.A.,Chanco,Región del Maule,Chile,HUMAN_OBSERVATION,Forestal Arauco S.A.,FA_ESP_PRIORITARIAS,55a443bc-764c-415a-b745-bb2fa600e787,,Manuel Loyola|Graciela Neira,Manuel Loyola|Graciela Neira,http://creativecommons.org/licenses/by-nc/4.0/legalcode,30.0,,,PRESENT,TAXON_ID_NOT_FOUND
Citronella mucronata,5276306495,FA_CONSTITUCION_CM_1377,2024-11-22,2024.0,11.0,22.0,-35.71579,-72.43484,Predio LOS COPIHUES 1 11113 de Forestal Arauco S.A.,Chanco,Región del Maule,Chile,HUMAN_OBSERVATION,Forestal Arauco S.A.,FA_ESP_PRIORITARIAS,55a443bc-764c-415a-b745-bb2fa600e787,,Manuel Loyola|Graciela Neira,Manuel Loyola|Graciela Neira,http://creativecommons.org/licenses/by-nc/4.0/legalcode,30.0,,,PRESENT,TAXON_ID_NOT_FOUND
Citronella mucronata,5276306497,FA_CONSTITUCION_CM_1361,2024-11-22,2024.0,11.0,22.0,-35.71316,-72.43631,Predio LOS COPIHUES 1 11113 de Forestal Arauco S.A.,Chanco,Región del Maule,Chile,HUMAN_OBSERVATION,Forestal Arauco S.A.,FA_ESP_PRIORITARIAS,55a443bc-764c-415a-b745-bb2fa600e787,,Manuel Loyola|Graciela Neira,Manuel Loyola|Graciela Neira,http://creativecommons.org/licenses/by-nc/4.0/legalcode,30.0,,,PRESENT,TAXON_ID_NOT_FOUND
Citronella mucronata,5276306498,FA_CONSTITUCION_CM_1360,2024-11-22,2024.0,11.0,22.0,-35.71316,-72.43329,Predio LOS COPIHUES 1 11113 de Forestal Arauco S.A.,Chanco,Región del Maule,Chile,HUMAN_OBSERVATION,Forestal Arauco S.A.,FA_ESP_PRIORITARIAS,55a443bc-764c-415a-b745-bb2fa600e787,,Manuel Loyola|Graciela Neira,Manuel Loyola|Graciela Neira,http://creativecommons.org/licenses/by-nc/4.0/legalcode,30.0,,,PRESENT,TAXON_ID_NOT_FOUND
Citronella mucronata,5276306501,FA_CONSTITUCION_CM_1365,2024-11-22,2024.0,11.0,22.0,-35.71347,-72.43671,Predio LOS COPIHUES 1 11113 de Forestal Arauco S.A.,Chanco,Región del Maule,Chile,HUMAN_OBSERVATION,Forestal Arauco S.A.,FA_ESP_PRIORITARIAS,55a443bc-764c-415a-b745-bb2fa600e787,,Manuel Loyola|Graciela Neira,Manuel Loyola|Graciela Neira,http://creativecommons.org/licenses/by-nc/4.0/legalcode,30.0,,,PRESENT,TAXON_ID_NOT_FOUND
Citronella mucronata,5276306502,FA_CONSTITUCION_CM_1364,2024-11-22,2024.0,11.0,22.0,-35.71342,-72.4365,Predio LOS COPIHUES 1 11113 de Forestal Arauco S.A.,Chanco,Región del Maule,Chile,HUMAN_OBSERVATION,Forestal Arauco S.A.,FA_ESP_PRIORITARIAS,55a443bc-764c-415a-b745-bb2fa600e787,,Manuel Loyola|Graciela Neira,Manuel Loyola|Graciela Neira,http://creativecommons.org/licenses/by-nc/4.0/legalcode,30.0,,,PRESENT,TAXON_ID_NOT_FOUND
Citronella mucronata,5276306504,FA_CONSTITUCION_CM_1363,2024-11-22,2024.0,11.0,22.0,-35.71335,-72.43523,Predio LOS COPIHUES 1 11113 de Forestal Arauco S.A.,Chanco,Región del Maule,Chile,HUMAN_OBSERVATION,Forestal Arauco S.A.,FA_ESP_PRIORITARIAS,55a443bc-764c-415a-b745-bb2fa600e787,,Manuel Loyola|Graciela Neira,Manuel Loyola|Graciela Neira,http://creativecommons.org/licenses/by-nc/4.0/legalcode,30.0,,,PRESENT,TAXON_ID_NOT_FOUND
Citronella mucronata,5276306505,FA_CONSTITUCION_CM_1362,2024-11-22,2024.0,11.0,22.0,-35.71319,-72.43314,Predio LOS COPIHUES 1 11113 de Forestal Arauco S.A.,Chanco,Región del Maule,Chile,HUMAN_OBSERVATION,Forestal Arauco S.A.,FA_ESP_PRIORITARIAS,55a443bc-764c-415a-b745-bb2fa600e787,,Manuel Loyola|Graciela Neira,Manuel Loyola|Graciela Neira,http://creativecommons.org/licenses/by-nc/4.0/legalcode,30.0,,,PRESENT,TAXON_ID_NOT_FOUND
Citronella mucronata,5276306508,FA_CONSTITUCION_CM_1369,2024-11-22,2024.0,11.0,22.0,-35.71381,-72.43617,Predio LOS COPIHUES 1 11113 de Forestal Arauco S.A.,Chanco,Región del Maule,Chile,HUMAN_OBSERVATION,Forestal Arauco S.A.,FA_ESP_PRIORITARIAS,55a443bc-764c-415a-b745-bb2fa600e787,,Manuel Loyola|Graciela Neira,Manuel Loyola|Graciela Neira,http://creativecommons.org/licenses/by-nc/4.0/legalcode,30.0,,,PRESENT,TAXON_ID_NOT_FOUND
Citronella mucronata,5276306510,FA_CONSTITUCION_CM_1368,2024-11-22,2024.0,11.0,22.0,-35.7138,-72.43623,Predio LOS COPIHUES 1 11113 de Forestal Arauco S.A.,Chanco,Región del Maule,Chile,HUMAN_OBSERVATION,Forestal Arauco S.A.,FA_ESP_PRIORITARIAS,55a443bc-764c-415a-b745-bb2fa600e787,,Manuel Loyola|Graciela Neira,Manuel Loyola|Graciela Neira,http://creativecommons.org/licenses/by-nc/4.0/legalcode,30.0,,,PRESENT,TAXON_ID_NOT_FOUND
Citronella mucronata,5276306512,FA_CONSTITUCION_CM_1367,2024-11-22,2024.0,11.0,22.0,-35.71369,-72.43574,Predio LOS COPIHUES 1 11113 de Forestal Arauco S.A.,Chanco,Región del Maule,Chile,HUMAN_OBSERVATION,Forestal Arauco S.A.,FA_ESP_PRIORITARIAS,55a443bc-764c-415a-b745-bb2fa600e787,,Manuel Loyola|Graciela Neira,Manuel Loyola|Graciela Neira,http://creativecommons.org/licenses/by-nc/4.0/legalcode,30.0,,,PRESENT,TAXON_ID_NOT_FOUND
Citronella mucronata,5276306514,FA_CONSTITUCION_CM_1366,2024-11-22,2024.0,11.0,22.0,-35.71353,-72.43558,Predio LOS COPIHUES 1 11113 de Forestal Arauco S.A.,Chanco,Región del Maule,Chile,HUMAN_OBSERVATION,Forestal Arauco S.A.,FA_ESP_PRIORITARIAS,55a443bc-764c-415a-b745-bb2fa600e787,,Manuel Loyola|Graciela Neira,Manuel Loyola|Graciela Neira,http://creativecommons.org/licenses/by-nc/4.0/legalcode,30.0,,,PRESENT,TAXON_ID_NOT_FOUND
Citronella mucronata,5276306536,FA_CONSTITUCION_CM_1383,2024-11-22,2024.0,11.0,22.0,-35.72111,-72.44171,Predio LOS COPIHUES 1 11113 de Forestal Arauco S.A.,Chanco,Región del Maule,Chile,HUMAN_OBSERVATION,Forestal Arauco S.A.,FA_ESP_PRIORITARIAS,55a443bc-764c-415a-b745-bb2fa600e787,,Manuel Loyola|Graciela Neira,Manuel Loyola|Graciela Neira,http://creativecommons.org/licenses/by-nc/4.0/legalcode,30.0,,,PRESENT,TAXON_ID_NOT_FOUND
